product_id,brand,category,retailer,title,title_length,bullet_count,bullets,has_main_image,has_lifestyle_images,has_a_plus_content,in_stock,price_present,star_rating,review_count
P00097,Nestle,Confectionery,Target.com,Nestle Chocolate,16,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.3,568
P00098,Mondelez,Confectionery,Amazon,Mondelez Mint,13,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,3.1,976
P00099,Mondelez,Confectionery,Amazon,Mondelez Chocolate Bar,22,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,True,True,3.2,2737
P00100,Coca-Cola,Beverages,Kroger.com,Coca-Cola Cola 12pk Cans,24,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.5,3002
P00101,Coca-Cola,Beverages,Amazon,Coca-Cola - Diet Cola 2L Bottle,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.8,151
P00102,Colgate-Palmolive,Personal Care,Walmart.com,Toothpaste 6oz by Colgate-Palmolive,35,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,True,True,True,True,4.4,3546
P00103,Colgate-Palmolive,Home Care,Target.com,Colgate-Palmolive Dish Soap 25oz (Pack of 8),44,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.5,2978
P00104,Mondelez,Snacks,Kroger.com,Trail Mix Pouch by Mondelez,27,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,3.7,2977
P00105,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive All-Purpose Cleaner Spray (Pack of 1),55,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,2.9,275
P00106,Nestle,Breakfast,Target.com,Nestle Instant Oatmeal 8pk,26,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.6,2660
P00107,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Toothpaste 6oz (Pack of 4),44,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.9,819
P00108,Coca-Cola,Beverages,Instacart,Coca-Cola Cola 12pk Cans (Pack of 4),36,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.4,1228
P00109,Nestle,Breakfast,Target.com,Nestle - Granola Bars 6pk,25,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0
P00110,Nestle,Breakfast,Amazon,Nestle Corn Flakes Cereal (Pack of 6),37,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,True,False,True,4.2,1411
P00111,Nestle,Breakfast,Walmart.com,Nestle Granola Bars 6pk,23,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,False,True,,0
P00112,Kelloggs,Snacks,Target.com,Cracker Sandwiches by Kelloggs,30,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,4.2,2951
P00113,Kelloggs,Snacks,Amazon,Kelloggs Chips,14,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.7,2234
P00114,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive All-Purpose Cleaner Spray,43,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0
P00115,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive All-Purpose Cleaner Spray,43,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,4.1,1016
P00116,Nestle,Confectionery,Target.com,Nestle Mint Tin (Pack of 4),27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.3,2389
P00117,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Toothpaste 6oz (Pack of 8),44,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,2.9,209
P00118,Kelloggs,Breakfast,Kroger.com,Kelloggs Instant,16,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,,0
P00119,Mondelez,Confectionery,Kroger.com,Mondelez - Candy Bites Bag,26,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,3.1,3658
P00120,Kelloggs,Breakfast,Kroger.com,Instant Oatmeal 8pk by Kelloggs,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,3.5,448
P00121,Mondelez,Confectionery,Kroger.com,Mondelez - Chocolate Bar,24,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,4.2,129
P00122,Kelloggs,Breakfast,Amazon,Kelloggs - Granola Bars 6pk,27,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,4.3,2124
P00123,Nestle,Breakfast,Instacart,Nestle - Instant Oatmeal 8pk,28,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,3.4,1983
P00124,Nestle,Beverages,Kroger.com,Sparkling Water 8pk by Nestle,29,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0
P00125,Colgate-Palmolive,Home Care,Kroger.com,Colgate-Palmolive Dish Soap 25oz (Pack of 12),45,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",False,False,True,True,True,3.7,1050
P00126,Mondelez,Snacks,Kroger.com,Cheese Crackers Box by Mondelez,31,1,Made with real ingredients for a taste you'll love,True,False,True,True,True,2.9,1692
P00127,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive - Dish Soap 25oz,34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,False,True,False,4.2,3718
P00128,Coca-Cola,Beverages,Amazon,Coca-Cola - Juice Drink 6pk,27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0
P00129,Colgate-Palmolive,Personal Care,Target.com,Toothpaste 6oz by Colgate-Palmolive,35,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",False,True,False,False,True,3.2,461
P00130,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Body,22,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,True,True,True,3.7,1343
P00131,Coca-Cola,Beverages,Amazon,Coca-Cola Energy Drink 12pk (Pack of 4),39,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,False,4.3,46
P00132,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive Laundry Detergent 50oz (Pack of 1),52,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.7,1208
P00133,Colgate-Palmolive,Personal Care,Walmart.com,Mouthwash 1L by Colgate-Palmolive,33,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,4.4,3576
P00134,Coca-Cola,Beverages,Target.com,Coca-Cola Juice Drink 6pk,25,0,,True,True,False,True,True,3.0,841
P00135,Kelloggs,Snacks,Kroger.com,Kelloggs Cracker Sandwiches (Pack of 8),39,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,3.3,12
P00136,Nestle,Breakfast,Amazon,Nestle Corn Flakes Cereal,25,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.1,2627
P00137,Mondelez,Confectionery,Instacart,Mondelez - Chocolate Chip Cookies,33,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,2.8,93
P00138,Colgate-Palmolive,Home Care,Kroger.com,Colgate-Palmolive - Laundry Detergent 50oz,42,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.7,3137
P00139,Coca-Cola,Beverages,Amazon,Coca-Cola Diet Cola 2L Bottle (Pack of 1),41,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,4.6,231
P00140,Nestle,Breakfast,Walmart.com,Instant Oatmeal 8pk by Nestle,29,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,4.0,3011
P00141,Nestle,Breakfast,Kroger.com,Nestle Toaster,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.2,2203
P00142,Mondelez,Snacks,Target.com,Mondelez Cheese Crackers Box,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",False,False,True,True,True,4.7,3469
P00143,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Mouthwash 1L,30,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0
P00144,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive Dish Soap 25oz,32,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.5,1159
P00145,Mondelez,Confectionery,Target.com,Mondelez Mint Tin (Pack of 6),29,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,2.9,3539
P00146,Nestle,Breakfast,Amazon,Nestle Granola Bars 6pk (Pack of 6),35,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,,0
P00147,Colgate-Palmolive,Home Care,Instacart,All-Purpose Cleaner Spray by Colgate-Palmolive,46,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,2.9,3468
P00148,Coca-Cola,Beverages,Instacart,Coca-Cola - Cola 12pk Cans,26,0,,True,True,False,True,True,,0
P00149,Mondelez,Confectionery,Amazon,Mondelez Chocolate Bar,22,0,,True,True,True,True,True,4.8,734
P00150,Coca-Cola,Beverages,Walmart.com,Juice Drink 6pk by Coca-Cola,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0
P00151,Nestle,Confectionery,Amazon,Nestle Chocolate Bar (Pack of 1),32,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.0,3514
P00152,Coca-Cola,Beverages,Walmart.com,Coca-Cola Diet Cola 2L Bottle,29,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0
P00153,Coca-Cola,Beverages,Walmart.com,Juice Drink 6pk by Coca-Cola,28,1,Made with real ingredients for a taste you'll love,True,False,False,False,True,3.1,2823
P00154,Coca-Cola,Beverages,Amazon,Coca-Cola Cola 12pk Cans,24,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,4.9,2009
P00155,Nestle,Confectionery,Instacart,Nestle Mint Tin (Pack of 8),27,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,4.1,3029
P00156,Mondelez,Confectionery,Amazon,Mondelez Candy,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,3.7,107
P00157,Coca-Cola,Beverages,Amazon,Juice Drink 6pk by Coca-Cola,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,,0
P00158,Nestle,Breakfast,Instacart,Nestle Granola,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.3,1010
P00159,Mondelez,Snacks,Amazon,Mondelez Trail Mix Pouch (Pack of 4),36,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,True,True,True,,0
P00160,Kelloggs,Breakfast,Target.com,Kelloggs - Instant Oatmeal 8pk,30,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,True,True,True,,0
P00161,Nestle,Confectionery,Target.com,Nestle - Chocolate Chip Cookies,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,False,True,3.7,1193
P00162,Coca-Cola,Beverages,Instacart,Coca-Cola - Energy Drink 12pk,29,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.9,3782
P00163,Mondelez,Snacks,Kroger.com,Mondelez Pretzel Bag,20,1,Made with real ingredients for a taste you'll love,True,False,True,True,True,4.2,3960
P00164,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive - Dish Soap 25oz,34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.0,1703
P00165,Coca-Cola,Beverages,Walmart.com,Coca-Cola Energy Drink 12pk (Pack of 6),39,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,2.9,2911
P00166,Coca-Cola,Beverages,Amazon,Coca-Cola - Sparkling Water 8pk,31,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,3.2,2692
P00167,Mondelez,Confectionery,Kroger.com,Mondelez Chocolate Bar (Pack of 4),34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,True,False,True,True,4.6,765
P00168,Colgate-Palmolive,Home Care,Instacart,Colgate-Palmolive Dish Soap 25oz (Pack of 1),44,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,4.1,3333
P00169,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Mouthwash 1L,30,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,4.1,2840
P00170,Nestle,Breakfast,Instacart,Nestle Granola,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.8,2070
P00171,Mondelez,Confectionery,Instacart,Mondelez Chocolate Chip Cookies,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.0,3164
P00172,Mondelez,Snacks,Amazon,Chips Family Size by Mondelez,29,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,4.2,1013
P00173,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Body Wash 18oz,32,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,True,True,True,4.3,2591
P00174,Mondelez,Snacks,Walmart.com,Mondelez Chips Family Size,26,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,False,True,4.8,2107
P00175,Coca-Cola,Beverages,Amazon,Coca-Cola - Iced Coffee 4pk,27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,3.1,2590
P00176,Colgate-Palmolive,Home Care,Instacart,Colgate-Palmolive All-Purpose Cleaner Spray,43,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,4.6,3469
P00177,Coca-Cola,Beverages,Target.com,Coca-Cola Energy Drink 12pk (Pack of 1),39,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,True,True,True,4.0,1987
P00178,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Toothpaste,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,False,,0
P00179,Colgate-Palmolive,Personal Care,Amazon,Bar Soap 3pk by Colgate-Palmolive,33,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,3.0,389
P00180,Coca-Cola,Beverages,Amazon,Coca-Cola Iced Coffee 4pk (Pack of 4),37,0,,True,False,False,True,True,3.6,2993
P00181,Coca-Cola,Beverages,Target.com,Coca-Cola Sparkling,19,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,4.2,1802
P00182,Colgate-Palmolive,Personal Care,Instacart,Colgate-Palmolive - Mouthwash 1L,32,1,Made with real ingredients for a taste you'll love,True,False,False,True,False,3.1,1134
P00183,Coca-Cola,Beverages,Kroger.com,Juice Drink 6pk by Coca-Cola,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.4,1210
P00184,Coca-Cola,Beverages,Instacart,Coca-Cola Iced Coffee 4pk,25,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,False,True,True,3.6,2797
P00185,Nestle,Confectionery,Amazon,Nestle Chocolate,16,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.7,2874
P00186,Mondelez,Snacks,Kroger.com,Mondelez Chips Family Size,26,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.6,2789
P00187,Coca-Cola,Beverages,Instacart,Coca-Cola Energy,16,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,3.1,2899
P00188,Nestle,Breakfast,Walmart.com,Corn Flakes Cereal by Nestle,28,1,Made with real ingredients for a taste you'll love,True,False,True,False,True,4.5,1114
P00189,Kelloggs,Breakfast,Kroger.com,Instant Oatmeal 8pk by Kelloggs,31,0,,True,True,True,True,True,3.0,3034
P00190,Kelloggs,Breakfast,Amazon,Kelloggs Corn,13,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,True,False,True,True,4.2,919
P00191,Colgate-Palmolive,Personal Care,Target.com,Body Wash 18oz by Colgate-Palmolive,35,1,Made with real ingredients for a taste you'll love,True,True,True,True,True,4.6,3547
P00192,Colgate-Palmolive,Home Care,Amazon,All-Purpose Cleaner Spray by Colgate-Palmolive,46,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.4,800
P00193,Kelloggs,Breakfast,Amazon,Kelloggs Granola,16,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,True,True,True,4.3,1259
P00194,Coca-Cola,Beverages,Walmart.com,Coca-Cola Juice Drink 6pk,25,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,True,True,True,4.7,1877
P00195,Coca-Cola,Beverages,Walmart.com,Coca-Cola Juice,15,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,True,True,4.3,3012
P00196,Colgate-Palmolive,Home Care,Target.com,Colgate-Palmolive All-Purpose,29,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,True,True,True,3.9,3951
P00197,Nestle,Confectionery,Instacart,Nestle Candy Bites Bag,22,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,3.0,1016
P00198,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive - Laundry Detergent 50oz,42,0,,True,True,False,True,True,3.1,48
P00199,Coca-Cola,Beverages,Walmart.com,Coca-Cola Diet Cola 2L Bottle,29,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,True,True,True,3.1,3707
P00200,Colgate-Palmolive,Personal Care,Instacart,Colgate-Palmolive Toothpaste 6oz (Pack of 1),44,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,True,3.4,3618
