product_id,brand,category,retailer,title,title_length,bullet_count,bullets,has_main_image,has_lifestyle_images,has_a_plus_content,in_stock,price_present,star_rating,review_count,shelf_health_score,issues,severity,suggested_title,suggested_bullets
P00094,Nestle,Confectionery,Target.com,Nestle - Mint Tin,17,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,,0,67.5,Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Nestle Mint Tin - Confectionery Essential, Multipack","Premium confectionery from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00096,Kelloggs,Breakfast,Amazon,Kelloggs - Instant Oatmeal 8pk,30,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,False,True,3.6,1531,57.5,Missing lifestyle images; Missing A+ content; Out of stock; Title too short,At Risk,"Kelloggs Instant Oatmeal 8pk - Breakfast Essential, Multipack","Premium breakfast from Kelloggs, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00097,Nestle,Confectionery,Target.com,Nestle Chocolate,16,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.3,568,64.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Nestle Chocolate - Confectionery Essential, Multipack","Premium confectionery from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00098,Mondelez,Confectionery,Amazon,Mondelez Mint,13,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,3.1,976,56.5,Missing lifestyle images; Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Mondelez Mint - Confectionery Essential, Multipack","Premium confectionery from Mondelez, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00100,Coca-Cola,Beverages,Kroger.com,Coca-Cola Cola 12pk Cans,24,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.5,3002,66.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Coca-Cola Cola 12pk Cans - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00101,Coca-Cola,Beverages,Amazon,Coca-Cola - Diet Cola 2L Bottle,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.8,151,67.8,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Coca-Cola Diet Cola 2L Bottle - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00104,Mondelez,Snacks,Kroger.com,Trail Mix Pouch by Mondelez,27,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,3.7,2977,63.5,Missing A+ content; Thin bullets (1/5); Title too short,At Risk,"Mondelez Trail Mix Pouch - Snacks Essential, Multipack","Premium snacks from Mondelez, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00106,Nestle,Breakfast,Target.com,Nestle Instant Oatmeal 8pk,26,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.6,2660,66.5,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Nestle Instant Oatmeal 8pk - Breakfast Essential, Multipack","Premium breakfast from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00108,Coca-Cola,Beverages,Instacart,Coca-Cola Cola 12pk Cans (Pack of 4),36,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.4,1228,69.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Coca-Cola Cola 12pk Cans 4 - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00112,Kelloggs,Snacks,Target.com,Cracker Sandwiches by Kelloggs,30,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,4.2,2951,64.2,Missing A+ content; Thin bullets (1/5); Title too short,At Risk,"Kelloggs Cracker Sandwiches - Snacks Essential, Multipack","Premium snacks from Kelloggs, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00116,Nestle,Confectionery,Target.com,Nestle Mint Tin (Pack of 4),27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.3,2389,66.8,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Nestle Mint Tin 4 - Confectionery Essential, Multipack","Premium confectionery from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00124,Nestle,Beverages,Kroger.com,Sparkling Water 8pk by Nestle,29,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0,67.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Nestle Sparkling Water 8pk - Beverages Essential, Multipack","Premium beverages from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00127,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive - Dish Soap 25oz,34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,False,True,False,4.2,3718,38.5,Missing main image; Missing lifestyle images; Missing A+ content; Price missing; Title too short,Critical,"Colgate-Palmolive Dish Soap 25oz - Home Care Essential, Multipack","Premium home care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00128,Coca-Cola,Beverages,Amazon,Coca-Cola - Juice Drink 6pk,27,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0,66.8,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Coca-Cola Juice Drink 6pk - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00129,Colgate-Palmolive,Personal Care,Target.com,Toothpaste 6oz by Colgate-Palmolive,35,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",False,True,False,False,True,3.2,461,42.1,Missing main image; Missing A+ content; Out of stock; Thin bullets (2/5); Title too short,Critical,"Colgate-Palmolive Toothpaste 6oz - Personal Care Essential, Multipack","Premium personal care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00134,Coca-Cola,Beverages,Target.com,Coca-Cola Juice Drink 6pk,25,0,,True,True,False,True,True,3.0,841,56.2,Missing A+ content; Thin bullets (0/5); Title too short,At Risk,"Coca-Cola Juice Drink 6pk - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00135,Kelloggs,Snacks,Kroger.com,Kelloggs Cracker Sandwiches (Pack of 8),39,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,3.3,12,56.5,Missing lifestyle images; Missing A+ content; Thin bullets (1/5); Title too short,At Risk,"Kelloggs Cracker Sandwiches 8 - Snacks Essential, Multipack","Premium snacks from Kelloggs, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00136,Nestle,Breakfast,Amazon,Nestle Corn Flakes Cereal,25,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.1,2627,66.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Nestle Corn Flakes Cereal - Breakfast Essential, Multipack","Premium breakfast from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00140,Nestle,Breakfast,Walmart.com,Instant Oatmeal 8pk by Nestle,29,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,4.0,3011,60.5,Missing lifestyle images; Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Nestle Instant Oatmeal 8pk - Breakfast Essential, Multipack","Premium breakfast from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00141,Nestle,Breakfast,Kroger.com,Nestle Toaster,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.2,2203,66.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Nestle Toaster - Breakfast Essential, Multipack","Premium breakfast from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00142,Mondelez,Snacks,Target.com,Mondelez Cheese Crackers Box,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",False,False,True,True,True,4.7,3469,67.0,Missing main image; Missing lifestyle images; Title too short,At Risk,"Mondelez Cheese Crackers Box - Snacks Essential, Multipack","Premium snacks from Mondelez, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00143,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Mouthwash 1L,30,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,,0,67.5,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Colgate-Palmolive Mouthwash 1L - Personal Care Essential, Multipack","Premium personal care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00144,Colgate-Palmolive,Home Care,Walmart.com,Colgate-Palmolive Dish Soap 25oz,32,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,3.5,1159,68.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Colgate-Palmolive Dish Soap 25oz - Home Care Essential, Multipack","Premium home care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00145,Mondelez,Confectionery,Target.com,Mondelez Mint Tin (Pack of 6),29,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,2.9,3539,67.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Mondelez Mint Tin 6 - Confectionery Essential, Multipack","Premium confectionery from Mondelez, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00147,Colgate-Palmolive,Home Care,Instacart,All-Purpose Cleaner Spray by Colgate-Palmolive,46,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,2.9,3468,66.7,Missing A+ content; Thin bullets (1/5),At Risk,"Colgate-Palmolive All-Purpose Cleaner Spray - Home Care Essential, Multipack","Premium home care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00148,Coca-Cola,Beverages,Instacart,Coca-Cola - Cola 12pk Cans,26,0,,True,True,False,True,True,,0,56.5,Missing A+ content; Thin bullets (0/5); Title too short,At Risk,"Coca-Cola Cola 12pk Cans - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00153,Coca-Cola,Beverages,Walmart.com,Juice Drink 6pk by Coca-Cola,28,1,Made with real ingredients for a taste you'll love,True,False,False,False,True,3.1,2823,43.7,Missing lifestyle images; Missing A+ content; Out of stock; Thin bullets (1/5); Title too short,Critical,"Coca-Cola Juice Drink 6pk - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00154,Coca-Cola,Beverages,Amazon,Coca-Cola Cola 12pk Cans,24,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,False,False,True,True,4.9,2009,59.3,Missing lifestyle images; Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Coca-Cola Cola 12pk Cans - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00155,Nestle,Confectionery,Instacart,Nestle Mint Tin (Pack of 8),27,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,4.1,3029,53.5,Missing lifestyle images; Missing A+ content; Thin bullets (1/5); Title too short,At Risk,"Nestle Mint Tin 8 - Confectionery Essential, Multipack","Premium confectionery from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00158,Nestle,Breakfast,Instacart,Nestle Granola,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.3,1010,66.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Nestle Granola - Breakfast Essential, Multipack","Premium breakfast from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00161,Nestle,Confectionery,Target.com,Nestle - Chocolate Chip Cookies,31,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,False,True,3.7,1193,57.8,Missing lifestyle images; Missing A+ content; Out of stock; Title too short,At Risk,"Nestle Chocolate Chip Cookies - Confectionery Essential, Multipack","Premium confectionery from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00164,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive - Dish Soap 25oz,34,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,3.0,1703,68.5,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Colgate-Palmolive Dish Soap 25oz - Home Care Essential, Multipack","Premium home care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00169,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Mouthwash 1L,30,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,4.1,2840,64.2,Missing A+ content; Thin bullets (1/5); Title too short,At Risk,"Colgate-Palmolive Mouthwash 1L - Personal Care Essential, Multipack","Premium personal care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00170,Nestle,Breakfast,Instacart,Nestle Granola,14,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.8,2070,66.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Nestle Granola - Breakfast Essential, Multipack","Premium breakfast from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00172,Mondelez,Snacks,Amazon,Chips Family Size by Mondelez,29,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",True,False,False,True,True,4.2,1013,67.2,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Mondelez Chips Family Size - Snacks Essential, Multipack","Premium snacks from Mondelez, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00173,Colgate-Palmolive,Personal Care,Target.com,Colgate-Palmolive Body Wash 18oz,32,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,True,True,True,4.3,2591,68.0,Missing main image; Missing lifestyle images; Title too short,At Risk,"Colgate-Palmolive Body Wash 18oz - Personal Care Essential, Multipack","Premium personal care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00178,Colgate-Palmolive,Personal Care,Amazon,Colgate-Palmolive Toothpaste,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,True,False,True,False,,0,67.0,Missing A+ content; Price missing; Title too short,At Risk,"Colgate-Palmolive Toothpaste - Personal Care Essential, Multipack","Premium personal care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00180,Coca-Cola,Beverages,Amazon,Coca-Cola Iced Coffee 4pk (Pack of 4),37,0,,True,False,False,True,True,3.6,2993,49.2,Missing lifestyle images; Missing A+ content; Thin bullets (0/5); Title too short,Critical,"Coca-Cola Iced Coffee 4pk 4 - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00182,Colgate-Palmolive,Personal Care,Instacart,Colgate-Palmolive - Mouthwash 1L,32,1,Made with real ingredients for a taste you'll love,True,False,False,True,False,3.1,1134,44.7,Missing lifestyle images; Missing A+ content; Price missing; Thin bullets (1/5); Title too short,Critical,"Colgate-Palmolive Mouthwash 1L - Personal Care Essential, Multipack","Premium personal care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00183,Coca-Cola,Beverages,Kroger.com,Juice Drink 6pk by Coca-Cola,28,5,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added | Trusted brand quality, consistent taste every time | Resealable packaging keeps product fresh longer",True,False,False,True,True,4.4,1210,67.0,Missing lifestyle images; Missing A+ content; Title too short,At Risk,"Coca-Cola Juice Drink 6pk - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00184,Coca-Cola,Beverages,Instacart,Coca-Cola Iced Coffee 4pk,25,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,False,False,True,True,3.6,2797,46.2,Missing main image; Missing lifestyle images; Missing A+ content; Title too short,Critical,"Coca-Cola Iced Coffee 4pk - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00185,Nestle,Confectionery,Amazon,Nestle Chocolate,16,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,3.7,2874,67.3,Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Nestle Chocolate - Confectionery Essential, Multipack","Premium confectionery from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00186,Mondelez,Snacks,Kroger.com,Mondelez Chips Family Size,26,2,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing",True,True,False,True,True,4.6,2789,69.8,Missing A+ content; Thin bullets (2/5); Title too short,At Risk,"Mondelez Chips Family Size - Snacks Essential, Multipack","Premium snacks from Mondelez, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00187,Coca-Cola,Beverages,Instacart,Coca-Cola Energy,16,1,Made with real ingredients for a taste you'll love,True,True,False,True,True,3.1,2899,60.7,Missing A+ content; Thin bullets (1/5); Title too short,At Risk,"Coca-Cola Energy - Beverages Essential, Multipack","Premium beverages from Coca-Cola, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00188,Nestle,Breakfast,Walmart.com,Corn Flakes Cereal by Nestle,28,1,Made with real ingredients for a taste you'll love,True,False,True,False,True,4.5,1114,63.7,Missing lifestyle images; Out of stock; Thin bullets (1/5); Title too short,At Risk,"Nestle Corn Flakes Cereal - Breakfast Essential, Multipack","Premium breakfast from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00190,Kelloggs,Breakfast,Amazon,Kelloggs Corn,13,3,"Made with real ingredients for a taste you'll love | Convenient multipack, perfect for on-the-go or family sharing | No artificial preservatives added",False,True,False,True,True,4.2,919,53.2,Missing main image; Missing A+ content; Title too short,At Risk,"Kelloggs Corn - Breakfast Essential, Multipack","Premium breakfast from Kelloggs, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00197,Nestle,Confectionery,Instacart,Nestle Candy Bites Bag,22,1,Made with real ingredients for a taste you'll love,True,False,False,True,True,3.0,1016,52.2,Missing lifestyle images; Missing A+ content; Thin bullets (1/5); Title too short,At Risk,"Nestle Candy Bites Bag - Confectionery Essential, Multipack","Premium confectionery from Nestle, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
P00198,Colgate-Palmolive,Home Care,Amazon,Colgate-Palmolive - Laundry Detergent 50oz,42,0,,True,True,False,True,True,3.1,48,60.0,Missing A+ content; Thin bullets (0/5),At Risk,"Colgate-Palmolive Laundry Detergent 50oz - Home Care Essential, Multipack","Premium home care from Colgate-Palmolive, a trusted household name | Multipack format designed for everyday convenience and value | Consistent quality you can rely on, pack after pack"
